against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2053,283,319,0,2857,295,423,5,3,Essendon,139.162201656113,23,76,20
2371,331,327,0,2715,340,398,18,8,"Western Bulldogs",114.508646140869,25,64,17
2287,307,399,1,2973,330,429,10,7,Hawthorn,129.995627459554,25,62,17
2230,268,335,0,2537,327,367,3,8,Carlton,113.766816143498,23,60,15
2675,335,344,1,2612,390,378,12,9,"North Melbourne",97.6448598130841,24,54,14
2263,289,303,0,2277,329,329,7,10,Geelong,100.618647812638,22,48,12
2180,290,265,0,2197,315,322,4,12,Collingwood,100.779816513761,22,40,10
2590,316,292,0,2362,379,345,14,13,Richmond,91.1969111969112,22,36,9
2452,298,321,0,2301,359,330,19,15,Fitzroy,93.8417618270799,22,28,7
2349,333,311,0,2219,336,318,16,16,Sydney,94.465730097914,22,24,6
2527,325,279,0,1965,367,281,11,16,Melbourne,77.7601899485556,22,24,6
2937,381,261,0,1899,426,273,15,19,"St Kilda",64.6578140960163,22,12,3
