against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
2090,308,351,0,2541,297,365,4,5,Collingwood,121.578947368421,24,76,19
2300,356,385,0,2701,324,386,14,6,Richmond,117.434782608696,26,68,20
2124,330,364,0,2626,299,377,3,8,Carlton,123.634651600753,25,60,17
2499,327,332,0,2534,362,367,5,10,Essendon,101.40056022409,23,52,13
2121,309,312,0,2250,302,323,15,11,"St Kilda",106.082036775106,24,48,13
1986,294,282,1,1938,282,276,12,10,"North Melbourne",97.583081570997,22,46,11
2002,286,310,0,2194,286,314,10,11,Hawthorn,109.59040959041,22,44,11
2194,322,298,0,1990,312,282,19,13,Fitzroy,90.7019143117593,22,36,9
2109,303,276,1,1860,301,264,18,14,"Western Bulldogs",88.1934566145092,22,30,7
2111,287,312,0,1938,304,271,11,15,Melbourne,91.8048318332544,22,28,7
2426,332,253,0,1903,349,275,7,16,Geelong,78.441879637263,22,24,6
2445,315,294,0,1932,355,273,16,18,Sydney,79.0184049079755,22,16,4
